cultivo,region,provincia,departamento,campania,latitud,longitud,superficie_sembrada_ha,superficie_cosechada_ha,produccion_tn,rendimiento_kg_ha,temp_media_c,temp_max_promedio_c,temp_min_promedio_c,precipitacion_total_mm,humedad_relativa_promedio,radiacion_solar_total,dias_helada,dias_clima_disponibles,dias_clima_esperados,arcilla_pct,arena_pct,limo_pct,materia_organica_pct,ph,cec,suelo_anillo_fallback,suelo_capas_disponibles,suelo_calidad
soja,pampeana,Buenos Aires,Pergamino,2010/2011,-33.89,-60.57,190800,190800,723820,3794,21.532417582417583,27.025824175824173,16.031868131868134,388.1,60.98351648351648,4412.98,0,182,182,26.992857142857147,12.35952380952381,60.62857142857143,3.1881685714285712,6.533333333333333,22.785714285714285,2,3,fallback_3km
soja,pampeana,Buenos Aires,Pergamino,2011/2012,-33.89,-60.57,190050,190050,639080,3363,22.2896174863388,27.727322404371588,16.81967213114754,572.8,61.19672131147541,4488.460000000002,0,183,183,26.992857142857147,12.35952380952381,60.62857142857143,3.1881685714285712,6.533333333333333,22.785714285714285,2,3,fallback_3km
soja,pampeana,Buenos Aires,Pergamino,2012/2013,-33.89,-60.57,192700,192700,714920,3710,21.25934065934066,26.29615384615384,16.20714285714286,663.8,66.63186813186813,4254.27,0,182,182,26.992857142857147,12.35952380952381,60.62857142857143,3.1881685714285712,6.533333333333333,22.785714285714285,2,3,fallback_3km
soja,pampeana,Buenos Aires,Pergamino,2013/2014,-33.89,-60.57,193650,193450,775645,4010,21.682967032967035,26.67472527472528,16.73076923076923,875.5000000000001,67.6978021978022,4147.27,0,182,182,26.992857142857147,12.35952380952381,60.62857142857143,3.1881685714285712,6.533333333333333,22.785714285714285,2,3,fallback_3km
soja,pampeana,Buenos Aires,Pergamino,2014/2015,-33.89,-60.57,192560,192560,879826,4569,21.61813186813187,26.67417582417583,16.523626373626374,652.8,67.63186813186813,4238.070000000001,0,182,182,26.992857142857147,12.35952380952381,60.62857142857143,3.1881685714285712,6.533333333333333,22.785714285714285,2,3,fallback_3km
soja,pampeana,Buenos Aires,Pergamino,2015/2016,-33.89,-60.57,206596,206596,843150,4081,21.374863387978145,26.281420765027324,16.452459016393444,578.2,66.28415300546447,4187.85,0,183,183,26.992857142857147,12.35952380952381,60.62857142857143,3.1881685714285712,6.533333333333333,22.785714285714285,2,3,fallback_3km
soja,pampeana,Buenos Aires,Pergamino,2016/2017,-33.89,-60.57,175550,174750,702480,4020,21.73516483516484,26.655494505494516,16.863736263736264,681.6,67.14835164835165,4242.18,0,182,182,26.992857142857147,12.35952380952381,60.62857142857143,3.1881685714285712,6.533333333333333,22.785714285714285,2,3,fallback_3km
soja,pampeana,Buenos Aires,Pergamino,2017/2018,-33.89,-60.57,187070,186770,572010,3063,21.564835164835166,27.03131868131868,16.156593406593405,305.9,60.06043956043956,4447.8,0,182,182,26.992857142857147,12.35952380952381,60.62857142857143,3.1881685714285712,6.533333333333333,22.785714285714285,2,3,fallback_3km
soja,pampeana,Buenos Aires,Pergamino,2018/2019,-33.89,-60.57,170254,170254,731586,4297,20.654395604395607,25.522527472527468,15.754395604395606,640.7,70.53846153846153,4140.84,0,182,182,26.992857142857147,12.35952380952381,60.62857142857143,3.1881685714285712,6.533333333333333,22.785714285714285,2,3,fallback_3km
soja,pampeana,Buenos Aires,Pergamino,2019/2020,-33.89,-60.57,174232,174232,654375,3756,21.85136612021858,27.03114754098361,16.73224043715847,789.7,65.6775956284153,4224.04,0,183,183,26.992857142857147,12.35952380952381,60.62857142857143,3.1881685714285712,6.533333333333333,22.785714285714285,2,3,fallback_3km
soja,pampeana,Buenos Aires,Pergamino,2020/2021,-33.89,-60.57,171413,171113,543730,3178,21.47637362637363,26.75164835164835,16.156593406593405,434.2,62.1978021978022,4268.77,0,182,182,26.992857142857147,12.35952380952381,60.62857142857143,3.1881685714285712,6.533333333333333,22.785714285714285,2,3,fallback_3km
soja,pampeana,Buenos Aires,Pergamino,2021/2022,-33.89,-60.57,160300,159000,546720,3438,21.871428571428574,27.31318681318681,16.485164835164838,711.1999999999999,62.07142857142857,4330.76,0,182,182,26.992857142857147,12.35952380952381,60.62857142857143,3.1881685714285712,6.533333333333333,22.785714285714285,2,3,fallback_3km
soja,pampeana,Buenos Aires,Pergamino,2022/2023,-33.89,-60.57,163102,131202,243636,1857,23.97032967032967,29.85769230769231,18.082967032967037,333.9,52.42857142857143,4450.950000000001,0,182,182,26.992857142857147,12.35952380952381,60.62857142857143,3.1881685714285712,6.533333333333333,22.785714285714285,2,3,fallback_3km
soja,pampeana,Buenos Aires,Pergamino,2023/2024,-33.89,-60.57,180224,180224,727252,4035,22.13879781420765,27.39453551912569,16.892349726775954,768.8,65.26229508196721,4230.039999999999,0,183,183,26.992857142857147,12.35952380952381,60.62857142857143,3.1881685714285712,6.533333333333333,22.785714285714285,2,3,fallback_3km
soja,pampeana,Buenos Aires,Pergamino,2024/2025,-33.89,-60.57,183600,181000,595140,3288,22.0978021978022,27.31318681318681,17.073076923076925,626.8,68.55494505494505,4333.639999999999,0,182,182,26.992857142857147,12.35952380952381,60.62857142857143,3.1881685714285712,6.533333333333333,22.785714285714285,2,3,fallback_3km
maiz,pampeana,Buenos Aires,Pergamino,2000/2001,-33.89,-60.57,21000,21000,153300,7300,21.26043956043956,26.025274725274727,16.493956043956043,736.0,71.02197802197803,4025.8,0,182,182,26.992857142857147,12.35952380952381,60.62857142857143,3.1881685714285712,6.533333333333333,22.785714285714285,2,3,fallback_3km
maiz,pampeana,Buenos Aires,Pergamino,2001/2002,-33.89,-60.57,16800,16700,115230,6900,20.81318681318681,25.4445054945055,16.192857142857147,915.9,70.1978021978022,3926.35,0,182,182,26.992857142857147,12.35952380952381,60.62857142857143,3.1881685714285712,6.533333333333333,22.785714285714285,2,3,fallback_3km
maiz,pampeana,Buenos Aires,Pergamino,2002/2003,-33.89,-60.57,16800,16350,137340,8400,21.48956043956044,26.39835164835165,16.686813186813186,836.8,70.9010989010989,4059.400000000001,0,182,182,26.992857142857147,12.35952380952381,60.62857142857143,3.1881685714285712,6.533333333333333,22.785714285714285,2,3,fallback_3km
maiz,pampeana,Buenos Aires,Pergamino,2003/2004,-33.89,-60.57,17500,17250,153530,8900,21.622950819672127,27.032240437158475,16.11693989071038,469.2,62.61202185792349,4514.049999999999,0,183,183,26.992857142857147,12.35952380952381,60.62857142857143,3.1881685714285712,6.533333333333333,22.785714285714285,2,3,fallback_3km
maiz,pampeana,Buenos Aires,Pergamino,2004/2005,-33.89,-60.57,18300,17950,165140,9200,20.84230769230769,25.75659340659341,15.987362637362638,657.4,67.27472527472527,4135.32,0,182,182,26.992857142857147,12.35952380952381,60.62857142857143,3.1881685714285712,6.533333333333333,22.785714285714285,2,3,fallback_3km
maiz,pampeana,Buenos Aires,Pergamino,2005/2006,-33.89,-60.57,17450,15600,117000,7500,21.01648351648352,26.28021978021978,15.673076923076923,533.1999999999999,63.68681318681319,4344.75,0,182,182,26.992857142857147,12.35952380952381,60.62857142857143,3.1881685714285712,6.533333333333333,22.785714285714285,2,3,fallback_3km
maiz,pampeana,Buenos Aires,Pergamino,2006/2007,-33.89,-60.57,18600,18150,177870,9800,21.731868131868133,26.69615384615385,16.84835164835165,1073.7,68.73626373626374,4031.99,0,182,182,26.992857142857147,12.35952380952381,60.62857142857143,3.1881685714285712,6.533333333333333,22.785714285714285,2,3,fallback_3km
maiz,pampeana,Buenos Aires,Pergamino,2007/2008,-33.89,-60.57,20500,20100,190950,9500,21.515300546448085,26.730054644808742,16.32622950819672,532.1999999999999,64.97267759562841,4335.3,0,183,183,26.992857142857147,12.35952380952381,60.62857142857143,3.1881685714285712,6.533333333333333,22.785714285714285,2,3,fallback_3km
maiz,pampeana,Buenos Aires,Pergamino,2008/2009,-33.89,-60.57,15150,14300,95810,6700,22.511538461538464,27.92582417582417,17.120329670329674,502.2,60.34065934065934,4406.76,0,182,182,26.992857142857147,12.35952380952381,60.62857142857143,3.1881685714285712,6.533333333333333,22.785714285714285,2,3,fallback_3km
maiz,pampeana,Buenos Aires,Pergamino,2009/2010,-33.89,-60.57,12500,12100,135520,11200,21.47417582417583,26.41648351648352,16.61208791208791,772.0,69.82417582417582,4083.48,0,182,182,26.992857142857147,12.35952380952381,60.62857142857143,3.1881685714285712,6.533333333333333,22.785714285714285,2,3,fallback_3km
maiz,pampeana,Buenos Aires,Pergamino,2010/2011,-33.89,-60.57,12900,12600,91290,7245,21.532417582417583,27.025824175824173,16.031868131868134,388.1,60.98351648351648,4412.98,0,182,182,26.992857142857147,12.35952380952381,60.62857142857143,3.1881685714285712,6.533333333333333,22.785714285714285,2,3,fallback_3km
maiz,pampeana,Buenos Aires,Pergamino,2011/2012,-33.89,-60.57,13800,13450,86080,6400,22.2896174863388,27.727322404371588,16.81967213114754,572.8,61.19672131147541,4488.460000000002,0,183,183,26.992857142857147,12.35952380952381,60.62857142857143,3.1881685714285712,6.533333333333333,22.785714285714285,2,3,fallback_3km
maiz,pampeana,Buenos Aires,Pergamino,2012/2013,-33.89,-60.57,11800,11550,116660,10100,21.25934065934066,26.29615384615384,16.20714285714286,663.8,66.63186813186813,4254.27,0,182,182,26.992857142857147,12.35952380952381,60.62857142857143,3.1881685714285712,6.533333333333333,22.785714285714285,2,3,fallback_3km
maiz,pampeana,Buenos Aires,Pergamino,2013/2014,-33.89,-60.57,12850,12650,113850,9000,21.682967032967035,26.67472527472528,16.73076923076923,875.5000000000001,67.6978021978022,4147.27,0,182,182,26.992857142857147,12.35952380952381,60.62857142857143,3.1881685714285712,6.533333333333333,22.785714285714285,2,3,fallback_3km
maiz,pampeana,Buenos Aires,Pergamino,2014/2015,-33.89,-60.57,28000,27800,291900,10500,21.61813186813187,26.67417582417583,16.523626373626374,652.8,67.63186813186813,4238.070000000001,0,182,182,26.992857142857147,12.35952380952381,60.62857142857143,3.1881685714285712,6.533333333333333,22.785714285714285,2,3,fallback_3km
maiz,pampeana,Buenos Aires,Pergamino,2015/2016,-33.89,-60.57,22800,22620,190008,8400,21.374863387978145,26.281420765027324,16.452459016393444,578.2,66.28415300546447,4187.85,0,183,183,26.992857142857147,12.35952380952381,60.62857142857143,3.1881685714285712,6.533333333333333,22.785714285714285,2,3,fallback_3km
maiz,pampeana,Buenos Aires,Pergamino,2016/2017,-33.89,-60.57,44600,43950,457080,10400,21.73516483516484,26.655494505494516,16.863736263736264,681.6,67.14835164835165,4242.18,0,182,182,26.992857142857147,12.35952380952381,60.62857142857143,3.1881685714285712,6.533333333333333,22.785714285714285,2,3,fallback_3km
maiz,pampeana,Buenos Aires,Pergamino,2017/2018,-33.89,-60.57,44631,44211,353688,8000,21.564835164835166,27.03131868131868,16.156593406593405,305.9,60.06043956043956,4447.8,0,182,182,26.992857142857147,12.35952380952381,60.62857142857143,3.1881685714285712,6.533333333333333,22.785714285714285,2,3,fallback_3km
maiz,pampeana,Buenos Aires,Pergamino,2018/2019,-33.89,-60.57,36200,34500,407100,11800,20.654395604395607,25.522527472527468,15.754395604395606,640.7,70.53846153846153,4140.84,0,182,182,26.992857142857147,12.35952380952381,60.62857142857143,3.1881685714285712,6.533333333333333,22.785714285714285,2,3,fallback_3km
maiz,pampeana,Buenos Aires,Pergamino,2019/2020,-33.89,-60.57,43246,41246,379463,9200,21.85136612021858,27.03114754098361,16.73224043715847,789.7,65.6775956284153,4224.04,0,183,183,26.992857142857147,12.35952380952381,60.62857142857143,3.1881685714285712,6.533333333333333,22.785714285714285,2,3,fallback_3km
maiz,pampeana,Buenos Aires,Pergamino,2020/2021,-33.89,-60.57,38866,37886,318240,8400,21.47637362637363,26.75164835164835,16.156593406593405,434.2,62.1978021978022,4268.77,0,182,182,26.992857142857147,12.35952380952381,60.62857142857143,3.1881685714285712,6.533333333333333,22.785714285714285,2,3,fallback_3km
maiz,pampeana,Buenos Aires,Pergamino,2021/2022,-33.89,-60.57,55100,52250,391875,7500,21.871428571428574,27.31318681318681,16.485164835164838,711.1999999999999,62.07142857142857,4330.76,0,182,182,26.992857142857147,12.35952380952381,60.62857142857143,3.1881685714285712,6.533333333333333,22.785714285714285,2,3,fallback_3km
maiz,pampeana,Buenos Aires,Pergamino,2022/2023,-33.89,-60.57,47923,38973,187070,4800,23.97032967032967,29.85769230769231,18.082967032967037,333.9,52.42857142857143,4450.950000000001,0,182,182,26.992857142857147,12.35952380952381,60.62857142857143,3.1881685714285712,6.533333333333333,22.785714285714285,2,3,fallback_3km
maiz,pampeana,Buenos Aires,Pergamino,2023/2024,-33.89,-60.57,39859,36059,335349,9300,22.13879781420765,27.39453551912569,16.892349726775954,768.8,65.26229508196721,4230.039999999999,0,183,183,26.992857142857147,12.35952380952381,60.62857142857143,3.1881685714285712,6.533333333333333,22.785714285714285,2,3,fallback_3km
maiz,pampeana,Buenos Aires,Pergamino,2024/2025,-33.89,-60.57,35500,31000,260400,8400,22.0978021978022,27.31318681318681,17.073076923076925,626.8,68.55494505494505,4333.639999999999,0,182,182,26.992857142857147,12.35952380952381,60.62857142857143,3.1881685714285712,6.533333333333333,22.785714285714285,2,3,fallback_3km
trigo,pampeana,Buenos Aires,Pergamino,2000/2001,-33.89,-60.57,29000,29000,72500,2500,13.67622950819672,18.1577868852459,9.586065573770492,976.9,75.5,3258.4600000000005,3,244,244,26.992857142857147,12.35952380952381,60.62857142857143,3.1881685714285712,6.533333333333333,22.785714285714285,2,3,fallback_3km
trigo,pampeana,Buenos Aires,Pergamino,2001/2002,-33.89,-60.57,35000,35000,80000,2286,14.521311475409837,18.829918032786885,10.560655737704918,781.8,76.54918032786885,3154.6800000000003,1,244,244,26.992857142857147,12.35952380952381,60.62857142857143,3.1881685714285712,6.533333333333333,22.785714285714285,2,3,fallback_3km
trigo,pampeana,Buenos Aires,Pergamino,2002/2003,-33.89,-60.57,26000,22700,49940,2200,14.564754098360655,19.36967213114754,10.284016393442624,859.8000000000001,75.15163934426229,3429.42,4,244,244,26.992857142857147,12.35952380952381,60.62857142857143,3.1881685714285712,6.533333333333333,22.785714285714285,2,3,fallback_3km
trigo,pampeana,Buenos Aires,Pergamino,2003/2004,-33.89,-60.57,21400,21400,68480,3200,14.29672131147541,19.229918032786887,9.72295081967213,708.3,72.34426229508196,3659.27,3,244,244,26.992857142857147,12.35952380952381,60.62857142857143,3.1881685714285712,6.533333333333333,22.785714285714285,2,3,fallback_3km
trigo,pampeana,Buenos Aires,Pergamino,2004/2005,-33.89,-60.57,22000,22000,74800,3400,14.402459016393442,19.13606557377049,10.13032786885246,659.2,72.22131147540983,3473.789999999999,2,244,244,26.992857142857147,12.35952380952381,60.62857142857143,3.1881685714285712,6.533333333333333,22.785714285714285,2,3,fallback_3km
trigo,pampeana,Buenos Aires,Pergamino,2005/2006,-33.89,-60.57,21500,21500,79550,3700,14.542622950819672,19.46434426229509,10.010655737704916,398.5,70.59426229508196,3566.5599999999995,0,244,244,26.992857142857147,12.35952380952381,60.62857142857143,3.1881685714285712,6.533333333333333,22.785714285714285,2,3,fallback_3km
